event_uuid,relationship_to_event,entity_uuid,type,relationship_detail,created_at,updated_at
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,0db9dbd7-789c-84f2-eb33-9e767c7be2fe,Organization,,2016-09-30 09:14:17.320533,2016-09-30 09:14:17.319993
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,4a37f568-fdc0-92fd-5c2d-f9cfb8851beb,Organization,,2016-09-30 09:12:28.365517,2016-09-30 09:12:28.36502
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,44727137-7b40-d14d-41e0-d5be36a8661d,Organization,,2016-09-30 09:09:13.425945,2016-09-30 09:09:13.425516
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,2451d87d-5564-2e0a-16f1-f9c554c5e2a5,Organization,,2016-09-30 09:07:28.412809,2016-09-30 09:07:28.412395
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,4205718b-bcaa-7711-b8cf-a27919a280ff,Organization,,2016-09-30 08:48:12.639597,2016-09-30 08:48:12.638896
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,9032749d-a707-a845-0913-068feb374221,Organization,,2016-09-30 08:47:37.764705,2016-09-30 08:47:37.764215
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,60255bd2-e3f5-6c74-70f6-81946c0f5e33,Organization,,2016-09-30 08:47:13.274386,2016-09-30 08:47:13.274042
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,6a9cf529-ac39-9d83-19c2-1d79678a52c4,Organization,,2016-09-30 08:45:47.606414,2016-09-30 08:45:47.605844
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,1e7d0584-f1b1-5b54-38ea-4d8dd019686a,Organization,,2016-09-30 08:41:09.950435,2016-09-30 08:41:09.950045
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,d7e332e5-4166-4d7c-e536-667d527437da,Organization,,2016-09-30 08:37:29.998423,2016-09-30 08:37:29.998002
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,6ae6b966-d755-598d-4f84-b92f4af2e4f0,Organization,,2016-09-30 08:33:28.822609,2016-09-30 08:33:28.821971
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,7d271c94-50cb-2e7d-caad-a3bfa88f3917,Organization,,2016-09-30 08:30:01.516762,2016-09-30 08:30:01.516408
b6864e69-1be4-58d9-dfca-a79d10a1c46c,sponsor,4ec3577c-71a8-b428-51b9-3277157479e0,Organization,,2016-09-30 08:28:47.479715,2016-09-30 08:28:47.479406
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,5cc0fb3d-f8f1-2da5-b6e0-5cd61830339f,Person,,2016-09-30 08:24:10.512286,2016-09-30 08:24:28.307225
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,a3cbeb7d-16b5-151d-63ab-5d65537429c3,Person,,2016-09-30 08:23:21.38091,2016-09-30 08:23:21.380441
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,3662d798-f2c1-69d6-7985-bb3b75d55004,Person,,2016-09-30 08:19:21.13241,2016-09-30 08:19:39.066709
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,7af05b5c-9a8e-2cb9-be32-4733d6e01584,Person,,2016-09-30 05:43:41.73151,2016-09-30 08:17:48.829608
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,f33f350c-53ec-bfd4-f5c2-6e2302432707,Person,,2016-09-30 08:15:41.586686,2016-09-30 08:16:08.793866
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,0e01d669-73ef-c2eb-30f7-764c50969dda,Person,,2016-09-30 08:13:04.474119,2016-09-30 08:13:15.011935
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,da998714-51c1-dfef-d83d-4435a3efc501,Person,,2016-09-30 08:12:00.791256,2016-09-30 08:12:00.790084
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,9206bf09-ab89-5520-65b1-4ded044dbff1,Person,,2016-09-30 08:08:57.688479,2016-09-30 08:09:31.597297
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,d758c197-2f92-1084-d9bd-e89621279115,Person,,2016-09-30 08:07:43.336023,2016-09-30 08:07:43.335678
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,8a1811eb-d2e3-137f-0485-8567d3e3344f,Person,,2016-09-30 08:06:43.082843,2016-09-30 08:06:43.0825
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,9598d5ba-d271-291e-a6f0-1cb4d5fbaebe,Person,,2016-09-30 08:04:40.842916,2016-09-30 08:04:40.842552
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,694b6651-9111-be35-e0f1-8d71f953b5a2,Person,,2016-09-30 08:01:06.660511,2016-09-30 08:02:04.85641
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,6b8bbf01-0f32-a365-cbf2-14989f6b465b,Person,,2016-09-30 07:09:58.335384,2016-09-30 07:10:32.153688
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,cc931060-263b-c5fe-976b-644761e9df12,Person,,2016-09-30 07:03:28.301634,2016-09-30 07:03:47.086083
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,92228bc9-07cc-f17a-8353-f98195c09922,Person,,2016-07-18 22:45:19.562877,2016-09-30 07:01:35.512367
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,412b971e-485a-6cc6-2365-fb7ddd6fb1c3,Person,,2016-09-30 06:59:17.481254,2016-09-30 06:59:41.368837
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,95bbee90-d1ed-6b71-f9ff-d698132d1294,Person,,2016-09-30 06:57:41.127173,2016-09-30 06:57:41.126731
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,4d00494f-ce03-ae72-190c-7d032d818dab,Person,,2016-09-30 06:56:33.98548,2016-09-30 06:56:33.984952
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,65ecffbe-470a-4a3c-0fcf-3f3216e7d5c0,Person,,2016-07-18 22:44:28.132918,2016-09-30 06:54:56.597367
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,21a3602c-925a-a61b-453b-9294d9a30154,Person,,2016-09-30 06:54:37.513609,2016-09-30 06:54:37.513166
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,5ee6d871-2889-4e37-7aff-a745eb0d69d7,Person,,2016-09-30 05:37:30.241893,2016-09-30 06:53:52.548057
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,5005c48e-88d2-f240-1327-ca558e2b54ff,Person,,2016-09-30 06:42:13.454062,2016-09-30 06:53:15.126178
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,d1eea4d0-c1ca-5238-87ac-28b3a1005b9d,Person,,2016-09-30 06:41:13.660919,2016-09-30 06:52:45.820938
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,f1e25404-8d9b-3860-4ca6-32a3ea0f296f,Person,,2016-09-30 05:29:52.451859,2016-09-30 06:52:18.276229
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,913ed9de-ca9b-ea6c-090a-12bcfa9da29d,Person,,2016-07-18 22:39:15.341996,2016-09-30 06:51:24.462278
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,a0d349e6-8dba-3432-3a51-ab9d402850c8,Person,,2016-07-18 22:40:49.063295,2016-09-30 06:50:56.212416
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,cfbe2f36-8aca-8924-7299-3586973df54d,Person,,2016-07-18 22:39:39.777267,2016-09-30 06:50:23.294417
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,afd40ac6-b55b-e650-a1d3-cd1d0fc158b4,Person,,2016-07-18 22:40:23.227196,2016-09-30 06:49:51.406014
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,0fd781cf-7d58-ebec-76b1-47f7bb26a281,Person,,2016-09-30 06:38:09.254738,2016-09-30 06:38:29.449502
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,2a35f13a-627f-0f4f-8a97-44b2d2222bd9,Person,,2016-09-30 06:01:46.021175,2016-09-30 06:36:38.659907
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,f702c52c-fe3e-28ba-3f98-6cef9e9bb852,Person,,2016-09-30 06:36:19.570912,2016-09-30 06:36:19.570462
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,a5531273-7a51-3b65-28f1-c0824654f843,Person,,2016-09-30 06:34:38.799829,2016-09-30 06:34:38.799502
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,b46e5e62-23c4-15e0-f4dd-47209260295a,Person,,2016-09-30 06:32:14.782309,2016-09-30 06:32:33.785819
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,331823f1-3aae-26e6-ad46-9b14e4b48361,Person,,2016-09-30 06:29:02.752007,2016-09-30 06:29:16.308958
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,2d581084-7e91-e5d0-9a3d-0c5e9dbc92a2,Person,,2016-09-30 06:27:08.045861,2016-09-30 06:27:08.045509
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,d057e246-56f2-fd11-a132-66e7f0846324,Person,,2016-09-30 06:25:04.166273,2016-09-30 06:25:24.401108
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,1217478d-f81d-08aa-3ec6-82d8c180a701,Person,,2016-09-30 06:22:26.061266,2016-09-30 06:22:41.514572
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,9c871b47-2525-3fbf-03d3-b1214caf3781,Person,,2016-09-30 06:15:27.347986,2016-09-30 06:16:41.125216
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,b12d26f8-8ccf-60c2-80d9-1edf6472c1d8,Person,,2016-09-30 06:13:57.157781,2016-09-30 06:13:57.157296
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,c1f4eac0-bd1f-825e-f6ef-45c701d60136,Person,,2016-09-30 06:09:33.883323,2016-09-30 06:10:07.395367
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,4ee585e8-92d6-ce33-18f2-b9d54ecbed31,Person,,2016-09-30 06:04:52.122474,2016-09-30 06:05:22.87704
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,7ca4646d-d92e-b7b9-d23f-fed30cacc4d6,Person,,2016-09-30 06:02:39.721802,2016-09-30 06:02:39.721296
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,7ffda790-5e88-b11d-cc3c-3e09ca957802,Person,,2016-09-30 05:59:18.177584,2016-09-30 05:59:30.984245
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,ee989f63-d8a4-315c-6182-7ba6f92e67db,Person,,2016-09-30 05:57:45.061887,2016-09-30 05:57:45.06131
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,866955c4-8818-b86b-88d7-b95235c5dbf9,Person,,2016-09-30 05:57:28.167412,2016-09-30 05:57:28.167046
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,9932b07e-50bb-0687-cfc3-8f29fdc31f99,Person,,2016-09-30 05:55:22.374576,2016-09-30 05:55:46.227397
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,345d8dc2-2f23-5bed-5cb3-73511fd24c3c,Person,,2016-09-30 05:50:56.474978,2016-09-30 05:51:07.081403
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,275f902c-3160-206c-7ce5-9f511c4be8b5,Person,,2016-09-30 05:46:14.037327,2016-09-30 05:46:22.217968
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,2a9841c7-d258-c457-a0d5-b3523d77e86d,Person,,2016-09-30 05:32:15.123488,2016-09-30 05:32:52.23568
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,7305ef7c-b48e-3597-f0d9-ea9f6a4a00fb,Person,,2016-09-30 05:28:05.589908,2016-09-30 05:28:05.589364
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,f219bdbf-6b18-4e2e-e404-2c6b029dfb59,Person,,2016-07-18 22:43:03.12894,2016-09-30 05:26:15.798481
b6864e69-1be4-58d9-dfca-a79d10a1c46c,speaker,7166dcda-e181-3694-0433-dc7dc3326317,Person,,2016-07-18 22:43:31.587121,2016-09-30 05:25:10.150352
b6864e69-1be4-58d9-dfca-a79d10a1c46c,ntinmarket,5ada59d6-cc9e-97c4-9dea-bed9f472100b,Market,,2016-09-30 05:19:44.756083,2016-09-30 05:19:44.755802
3b9e6997-9dea-eb1a-628b-643f1df11ace,exhibitor,8d12ef32-dc4f-bc9a-5ca2-a1af3b555a72,Organization,,2016-09-30 04:07:28.505472,2016-09-30 04:07:28.505159
3b9e6997-9dea-eb1a-628b-643f1df11ace,exhibitor,60720bf6-0f8b-f687-bb9d-3b081e9127f0,Organization,,2016-09-30 04:07:07.303358,2016-09-30 04:07:07.302963
3b9e6997-9dea-eb1a-628b-643f1df11ace,ntinmarket,f4709705-7bad-8cbf-0fda-c126de9c2fcd,Market,,2016-09-30 04:02:56.04691,2016-09-30 04:02:56.04656
3b9e6997-9dea-eb1a-628b-643f1df11ace,ntinmarket,89b9e37a-0dcb-a76e-0816-b69d9b54279c,Market,,2016-09-30 04:02:45.317558,2016-09-30 04:02:45.317174
3b9e6997-9dea-eb1a-628b-643f1df11ace,ntinmarket,275ddcbc-27de-ff4f-4e50-6dc26ebf9570,Market,,2016-09-30 04:02:33.260892,2016-09-30 04:02:33.260636
3b9e6997-9dea-eb1a-628b-643f1df11ace,ntinmarket,b65acba5-b299-3990-6390-8be3e3833a07,Market,,2016-09-30 04:02:16.134187,2016-09-30 04:02:16.133877
