entity_uuid,fund_uuid,fund_name,started_on,announced_on,raised_amount,raised_amount_currency_code,created_at,updated_at
34a9bb66-0984-8de0-e7fb-13e976b4a135,fb74f2d0-719d-08fa-c6c3-11e43361bf5d,General Catalyst Group V Supplemental,2007-09-01,2007-09-01,220000000,USD,2015-09-02 14:29:25,2015-09-02 14:29:25
2d0a5bf0-e53e-9a07-2243-9bcd561421ec,2e5ed82e-251f-6dee-20a5-ba6288ef775a,KPCB China Fund LP,,2007-05-29,,USD,2016-07-16 09:24:50.862284,2016-07-16 09:25:22.270208
26bcf130-4aa8-a3b3-3571-1b8f13143370,7c657af5-d22f-ce72-7b4e-6caa4aa13f90,Fund VIII,2007-01-01,2007-01-01,650000000,USD,2014-10-20 20:49:37,2014-11-14 19:50:30
47b84763-9727-7cdf-b194-2742e3963147,89f0ed2f-d67c-49d0-f843-406d72594c1e,NEA - IndoUS Ventures LLC,,2006-12-08,,USD,2016-01-28 08:07:25.419726,2016-01-28 08:07:48.543112
47b84763-9727-7cdf-b194-2742e3963147,b0702ba1-bac9-4aa0-20f9-4468cd0ba354,"New Enterprise Associates 12, LP",,2006-05-22,,USD,2015-09-26 12:36:41,2015-09-26 12:37:10
4ab1b039-d9ce-f96a-06e7-f737e37eee08,f4920796-bf55-7ee2-db78-512c70c033a5,Norwest Venture Partners X,,2006-04-18,650000000,USD,2016-02-02 07:35:34.072473,2016-02-02 07:35:34.071735
2d0a5bf0-e53e-9a07-2243-9bcd561421ec,d8039dfb-35a0-1923-cf9e-caf2e934efc5,KPCB XII LLC,,2006-03-31,,USD,2016-07-16 08:39:22.795188,2016-07-16 08:40:01.219332
2d0a5bf0-e53e-9a07-2243-9bcd561421ec,7292087f-66a4-30fc-fada-2ef08dd005ff,KPCB PBD Fund LLC,,2006-03-14,,USD,2016-07-16 08:33:20.342392,2016-07-16 08:34:16.911305
d5df3873-7871-c608-0284-c74d0b555ccd,256b83e9-53eb-c55e-a572-83e80cba04a8,Lightspeed Venture Partners VII LP,,2006-02-27,,USD,2015-09-29 10:17:57,2015-10-10 06:13:11.635391
add1bcfe-41e3-7828-253b-d7c8694ed4ca,e958af69-a21e-b8f8-a7bb-bbf8ae394dae,Polaris Venture Partners V,,2006-02-02,1046999999,USD,2016-09-06 15:45:04.339952,2016-09-19 13:34:22.948649
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,ebc5a10c-4f76-bf58-f3a8-9d1572988021,Atlas Venture Fund VII,2006-02-01,2006-02-01,385000000,USD,2014-05-02 17:05:59,2014-09-12 16:05:22
d29973c3-95ec-691d-defd-6a6ba713c72a,946f2ff0-2a58-ca6a-cbd5-65e0d237707d,Redpoint Ventures III,,2006-01-01,404000000,USD,2015-09-01 19:41:59,2015-09-01 19:42:31
f3716725-552d-b9b5-59ad-de4ec64b1751,1368c3df-a082-4578-9987-ab46fc888380,Intel Capital India Technology Fund,2005-12-01,2005-12-05,250000000,USD,2009-06-18 23:32:15,2016-09-05 05:55:24.244103
e2006571-6b7a-e477-002a-f7014f48a7e3,a2be64f8-486c-2be5-6e62-e79665f69e63,Greylock Fund XII,2005-11-14,2005-11-14,500000000,USD,2013-09-10 18:42:16,2016-10-11 04:18:48.451433
34a9bb66-0984-8de0-e7fb-13e976b4a135,7ef7b57b-d57c-da98-c6a4-0d28fa7569d8,General Catalyst Group IV,2005-10-01,2005-10-01,375000000,USD,2015-09-02 14:28:02,2015-09-02 14:28:02
fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,0a3c028c-53b7-d209-19a3-cb1a179f0feb,Benchmark Capital II,,2005-05-05,250000000,USD,2016-09-09 09:43:35.280273,2016-09-09 09:44:01.639628
26bcf130-4aa8-a3b3-3571-1b8f13143370,b20d0e3e-8ec7-2f9e-8a91-1e386386a598,Canaan VII,,2005-05-03,450000000,USD,2015-08-20 23:34:46,2015-08-20 23:34:46
a34c63f0-c277-3e4b-bbfc-1868ca81596d,d9aa9053-37ca-fe4d-3b75-a247692838c7,Fund X,,2005-04-08,1200000000,USD,2016-09-10 07:11:50.869378,2016-09-10 07:12:15.769765
30b3efdf-6024-804d-ea55-c4d1a8dfc86c,022660d5-c91f-3f53-9610-bbdbf0802fe7,GS Private Equity Partners 2004,,2005-03-02,1200000000,USD,2015-10-02 03:47:15.748485,2015-10-02 03:47:53.725407
b08efc27-da40-505a-6f9d-c9e14247bf36,564448bf-d7d0-fec1-344f-be98fd0437da,"Accel IX Strategic Partners, LP",,2005-01-14,,USD,2015-09-26 11:07:18,2015-09-26 11:07:57
2ca323e0-fbcc-f738-a7a1-86b6322788bd,ce70fd16-d402-260e-dbdf-ee5df58ba88c,High-Tech Gruenderfonds I,,2005-01-01,272000000,EUR,2014-11-17 11:59:28,2014-11-18 13:02:19
a2b35e8b-e3e9-883b-8a07-38e6ef57d726,a826ac64-c5a6-9a7e-d091-b59aaa065d31,"U.S. Venture Partners IX, LP",,2004-11-05,600000000,USD,2015-09-14 09:53:29,2015-09-26 13:09:25
7a42b564-4bb6-5864-6cdb-a0100008f3b3,870d38d4-a7d5-1b20-1e1c-97d44bb08f83,Battery Ventures VII,,2004-10-04,450000000,USD,2015-09-21 11:01:50,2015-09-21 11:02:44
f3716725-552d-b9b5-59ad-de4ec64b1751,4ccf0b47-99c0-f6b1-e780-13d05185fe1b,Intel Capital Digital Home Fund,,2004-07-01,200000000,USD,2015-11-28 10:44:07.364156,2015-11-28 10:44:52.932122
2d0a5bf0-e53e-9a07-2243-9bcd561421ec,70bff5c8-8b22-a880-22b6-af2c57b72221,Kleiner Perkins Caufield & Byers XI,,2004-05-05,400000000,USD,2015-09-23 09:50:27,2015-09-23 09:54:07
fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,c0384917-1008-3e0a-eb3b-79356e9b7924,Benchmark Capital V,,2004-05-04,400000000,USD,2015-09-23 10:12:13,2015-09-23 10:12:13
ed24f9ce-2313-cb8c-8ff2-9de6899ea992,0c31e4bb-3ae3-dae5-0941-36bec387f8b0,Venrock Associates IV,,2004-01-14,550000000,USD,2015-09-25 11:33:45,2015-09-25 11:53:08
47b84763-9727-7cdf-b194-2742e3963147,03a6d281-aae9-7a93-70a5-769a1f4d1f1e,New Enterprise Associates 11 LP,,2003-12-30,996380000,USD,2015-09-25 10:16:32,2015-09-29 10:33:15
30b3efdf-6024-804d-ea55-c4d1a8dfc86c,36bc6a4c-a0eb-03d4-0e2c-4f5116a6ace9,GS Mezzanine Partners III,,2003-09-08,2700000000,USD,2015-09-16 08:57:00,2015-09-16 12:02:24
34a9bb66-0984-8de0-e7fb-13e976b4a135,39146a12-faa9-f958-4652-1d7cad02af3d,General Catalyst Group III,2003-09-01,2003-09-01,275000000,USD,2015-09-02 14:27:14,2015-09-02 14:27:14
4ab1b039-d9ce-f96a-06e7-f737e37eee08,d2b20efe-2174-293f-be58-d27dc3ab07f6,Norwest Venture Partners IX,,2002-01-15,400000000,USD,2016-02-02 07:34:40.925125,2016-02-02 07:34:40.923951
26bcf130-4aa8-a3b3-3571-1b8f13143370,353987ba-5d17-ede7-124b-f11567555c0a,Canaan Equity III,,2001-09-25,700000000,USD,2015-08-07 04:31:42,2016-06-23 06:42:07.122627
add1bcfe-41e3-7828-253b-d7c8694ed4ca,7c7c3423-4c58-d058-598a-e286d006a76f,Polaris Venture Partners IV,,2001-08-13,932000000,USD,2015-08-08 10:58:49,2016-09-19 13:33:33.29341
6f2acf2a-5cbf-adb1-cbb4-5829ab0b08cd,337023f1-b616-f375-12c0-e721e171d0a2,Atlas Venture Fund VI,2001-08-01,2001-08-01,600000000,USD,2014-05-03 22:03:58,2014-09-10 23:17:23
34a9bb66-0984-8de0-e7fb-13e976b4a135,472418b3-4f0f-cae2-6ff3-18972a42c758,General Catalyst Group II,2001-06-01,2001-06-01,200000000,USD,2015-09-02 14:26:11,2015-09-02 14:26:11
ed24f9ce-2313-cb8c-8ff2-9de6899ea992,a90983cf-66e3-23a6-3cd7-5905df7c2f89,Venrock Associates III,,2000-06-30,656000000,USD,2015-09-25 12:36:41,2015-09-25 12:37:36
7a42b564-4bb6-5864-6cdb-a0100008f3b3,72836122-5d95-9cbd-f27b-bc0617931f00,Battery VI,,2000-06-14,1000000000,USD,2015-08-01 13:14:44,2015-08-01 13:15:44
b08efc27-da40-505a-6f9d-c9e14247bf36,91ef1bd7-2af5-9da9-7226-bf4e76e9aebc,Accel Fund VIII,,2000-06-12,1600000000,USD,2015-08-02 08:17:26,2015-08-02 08:18:09
4ab1b039-d9ce-f96a-06e7-f737e37eee08,f387c05a-46a0-4bc3-c657-cc88aef5ed3c,Norwest Venture Partners VIII,,2000-04-24,300000000,USD,2016-02-02 07:33:12.212069,2016-02-02 07:33:12.21132
b51ff078-c9d9-9f51-681d-4f9ac888e070,373282b7-2bd9-697c-d49f-a7b9f065de4e,Highland Capital Partners V,2000-01-17,2000-01-17,500000000,USD,2016-01-04 14:01:23.628842,2016-01-04 14:02:11.06511
add1bcfe-41e3-7828-253b-d7c8694ed4ca,facfe0f6-b566-1a76-fe1d-e0711ae253bf,Polaris Venture Partners III,,2000-01-06,835000000,USD,2016-09-06 15:41:52.699094,2016-09-19 13:29:45.484458
30b3efdf-6024-804d-ea55-c4d1a8dfc86c,c31fcfab-db90-b4e4-ba37-2631692365aa,GS Mezzanine Partners II,,2000-01-01,1300000000,USD,2015-09-16 09:07:28,2015-09-16 12:02:09
d29973c3-95ec-691d-defd-6a6ba713c72a,f15d8b46-2f7b-05e1-ca6e-eb376f390342,Redpoint Ventures II,,2000-01-01,750000000,USD,2015-09-01 19:41:07,2015-09-01 19:41:08
d29973c3-95ec-691d-defd-6a6ba713c72a,cbbf319d-b17a-e272-fc02-923989f7ff31,Redpoint Ventures I,,1999-11-08,600000000,USD,2015-09-01 19:39:52,2015-12-13 09:30:13.752878
4ab1b039-d9ce-f96a-06e7-f737e37eee08,1a5a27e2-6205-1358-595e-d53f1bd3ea03,Norwest Venture Partners VII,,1999-02-09,325000000,USD,2016-02-02 07:31:58.250646,2016-02-02 07:31:58.25
d29973c3-95ec-691d-defd-6a6ba713c72a,262dba2d-5271-99e0-01f0-aa26fba4cbfe,Various Side Funds,,1999-01-01,180000000,USD,2015-09-01 20:16:52,2015-09-01 20:16:52
add1bcfe-41e3-7828-253b-d7c8694ed4ca,e0eb8e39-5cd1-b55a-a4ba-a30b7dcecd17,Polaris Venture Partners II,,1998-04-15,182000000,USD,2016-09-06 15:40:48.523274,2016-09-19 13:28:29.826157
4ab1b039-d9ce-f96a-06e7-f737e37eee08,07bae672-218f-c034-c056-14aa6b2e5b93,Norwest Venture Partners VI,,1997-01-15,300000000,USD,2016-02-02 07:30:03.155862,2016-02-02 07:30:03.155205
f5315b3c-bb4c-1828-9b81-2f2103cdb761,ecc8cebf-26ca-38d5-996e-a3519b4bf0e3,Fund I,1996-01-01,1997-01-01,100000000,USD,2014-11-20 00:12:27,2014-11-20 00:12:28
add1bcfe-41e3-7828-253b-d7c8694ed4ca,f2bbf91a-dc55-e2f5-00b5-a44ac7cfb4e6,Polaris Venture Partners,,1996-03-07,85000000,USD,2016-09-06 15:39:35.739633,2016-09-19 13:26:48.750815
30b3efdf-6024-804d-ea55-c4d1a8dfc86c,52e2d3b6-ab04-8b77-1652-19be7a4d2448,GS Mezzanine Partners I,,1996-01-01,1200000000,USD,2015-09-16 09:06:00,2015-09-16 12:02:17
4ab1b039-d9ce-f96a-06e7-f737e37eee08,d907d63c-31b6-9d4b-ba22-aa2938e6037a,Norwest V,,1994-12-05,300000000,USD,2016-02-02 07:24:08.425208,2016-02-02 07:24:08.42442
4ab1b039-d9ce-f96a-06e7-f737e37eee08,f41183a3-0177-2ddd-4c9b-2fe2e578b7e0,Norwest IV,,1989-09-08,200000000,USD,2016-02-02 07:22:03.255407,2016-02-02 07:22:03.254707
